price,milage,transmission_type,first_registration,recent_hu,power,extras
4500,196000,Schaltgetriebe,05/1998,01/2022,0,"[""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
1850,127349,Schaltgetriebe,02/1997,10/2022,100,"[""ABS"", ""Tuner/Radio""]"
27500,300000,Schaltgetriebe,04/1938,unknown,54,[]
8900,204000,Schaltgetriebe,08/2004,04/2023,191,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
19700,229774,Schaltgetriebe,03/1989,06/2023,170,"[""ABS"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Seitenspiegel"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tuner/Radio"", ""Zentralverriegelung""]"
14990,179000,Schaltgetriebe,04/1994,Neu,191,"[""ABS"", ""Ambiente-Beleuchtung"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lordosenst\\xc3\\xbctze"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Reserverad"", ""Scheckheftgepflegt"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Zentralverriegelung""]"
10800,142000,Automatik,09/2001,04/2023,231,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2900,270000,Schaltgetriebe,07/1999,05/2023,170,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
2200,279911,Automatik,06/2002,06/2021,191,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
5490,240000,Schaltgetriebe,03/1996,02/2022,140,"[""ABS"", ""Armlehne"", ""Bluetooth"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Freisprecheinrichtung"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""Zentralverriegelung""]"
4899,220000,Schaltgetriebe,01/2002,04/2023,191,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung abnehmbar"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Notrad"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
1900,265000,Schaltgetriebe,02/2002,06/2021,142,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
2599,250000,Automatik,07/1999,01/2023,193,"[""ABS"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Tempomat"", ""Tuner/Radio""]"
1200,260000,Schaltgetriebe,08/2003,02/2021,115,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
5000,160000,Schaltgetriebe,07/1997,01/2021,112,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung""]"
6000,304000,Schaltgetriebe,05/2002,unknown,231,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
8799,207000,Schaltgetriebe,11/2006,11/2021,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
14200,240000,Schaltgetriebe,05/1996,11/2021,193,"[""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5500,85000,Schaltgetriebe,12/2000,08/2022,118,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
5850,261000,Schaltgetriebe,05/1995,03/2023,193,[]
7899,190812,unknown,01/2001,09/2022,170,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
10000,164008,Schaltgetriebe,05/1996,04/2023,193,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
4750,253000,Automatik,07/2001,12/2022,231,"[""Freisprecheinrichtung"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat""]"
13750,98217,Automatik,10/2000,03/2022,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
1500,212300,Schaltgetriebe,03/2002,06/2022,115,"[""ABS"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
4395,204000,Automatik,03/2002,06/2021,0,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
3500,199000,Schaltgetriebe,12/1996,unknown,149,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
6950,234000,Schaltgetriebe,05/2000,03/2023,231,"[""ABS"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5444,308000,Schaltgetriebe,07/2002,07/2022,240,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2489,218000,Schaltgetriebe,12/1997,09/2021,102,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
4000,224000,Schaltgetriebe,05/2001,05/2022,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
6500,177000,Schaltgetriebe,10/2004,07/2022,142,"[""ABS"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
13900,123000,Schaltgetriebe,08/2002,10/2022,170,"[""ABS"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
3299,244047,Schaltgetriebe,06/2001,11/2022,231,"[""ABS"", ""Sitzheizung"", ""Tuner/Radio""]"
5550,180000,Schaltgetriebe,06/1997,09/2022,149,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
3500,129000,Schaltgetriebe,06/1994,06/2021,115,"[""ABS"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
6000,232000,Automatik,01/2001,06/2021,191,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
17499,333128,Schaltgetriebe,04/1987,unknown,170,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
3000,278000,unknown,05/2000,09/2021,149,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
2999,228000,Schaltgetriebe,11/1999,12/2022,149,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
1650,257000,Schaltgetriebe,08/2002,08/2021,115,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5700,233366,Automatik,11/2000,12/2021,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
3300,185000,Schaltgetriebe,08/2001,12/2021,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
4000,334000,Automatik,11/2002,11/2021,142,"[""ABS"", ""Sitzheizung"", ""Tuner/Radio""]"
4999,167208,Automatik,06/1999,07/2022,115,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung abnehmbar"", ""Bluetooth"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Winterpaket"", ""Winterreifen"", ""Zentralverriegelung""]"
6300,149000,Schaltgetriebe,07/2001,04/2023,170,"[""ABS"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
3800,217500,Schaltgetriebe,04/1997,03/2023,115,"[""Bluetooth"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
14999,140000,unknown,10/2006,09/2021,539,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
7000,259600,Schaltgetriebe,10/2003,10/2022,191,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
10900,116000,Automatik,03/2001,04/2023,170,"[""ABS"", ""Armlehne"", ""Bi-Xenon Scheinwerfer"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
3250,153000,Automatik,01/1997,04/2023,115,[]
6499,180000,Halbautomatik,01/2001,unknown,231,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""Leichtmetallfelgen"", ""Servolenkung"", ""Skisack"", ""Traktionskontrolle"", ""Zentralverriegelung""]"
5900,246000,Schaltgetriebe,12/1999,03/2023,193,"[""ABS"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2500,277000,Schaltgetriebe,05/2002,03/2023,191,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Tempomat"", ""Tuner/Radio""]"
4500,300240,Automatik,06/2001,09/2022,231,"[""ABS"", ""Bluetooth"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Radio DAB"", ""Regensensor"", ""Reserverad"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Tempomat"", ""Touchscreen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""TV"", ""USB"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
4300,251132,Schaltgetriebe,05/2000,07/2022,149,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
4650,230666,Schaltgetriebe,06/2002,07/2022,142,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
4500,241000,Schaltgetriebe,03/2001,05/2023,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5299,283000,Schaltgetriebe,06/1998,11/2022,170,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
12999,189000,Automatik,02/1998,04/2023,193,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
1700,216000,Schaltgetriebe,03/2004,07/2021,115,[]
12900,250000,Automatik,12/2006,11/2021,440,"[""ABS"", ""Adaptives Kurvenlicht"", ""Armlehne"", ""Bi-Xenon Scheinwerfer"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Fernlichtassistent"", ""Freisprecheinrichtung"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Lederlenkrad"", ""LED-Tagfahrlicht"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nichtraucher-Fahrzeug"", ""Radio DAB"", ""Regensensor"", ""Reifendruckkontrolle"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Schl\\xc3\\xbcssellose Zentralverriegelung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Standheizung"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Umklappbarer Beifahrersitz"", ""USB"", ""Winterreifen"", ""Zentralverriegelung""]"
6999,226790,Schaltgetriebe,07/2006,unknown,149,[]
2390,99600,Schaltgetriebe,06/1996,09/2022,102,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
2175,188650,Schaltgetriebe,05/1997,unknown,115,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
10800,260000,Schaltgetriebe,12/2002,01/2023,231,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5500,172000,Schaltgetriebe,04/2006,04/2023,149,"[""Sitzheizung""]"
3500,300000,Schaltgetriebe,02/2000,05/2023,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
4499,238000,Schaltgetriebe,03/2001,09/2022,170,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
4699,173328,Automatik,03/2003,02/2023,142,"[""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
4000,146500,Schaltgetriebe,02/1997,12/2022,149,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Leichtmetallfelgen"", ""Notrad"", ""Raucherpaket"", ""Servolenkung"", ""Sommerreifen"", ""Traktionskontrolle"", ""Umklappbarer Beifahrersitz"", ""Winterreifen"", ""Zentralverriegelung""]"
5250,231000,Automatik,05/2000,04/2023,170,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
7000,151570,Schaltgetriebe,05/2004,04/2023,142,"[""ABS"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5250,231000,Automatik,05/2000,04/2023,170,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5500,280000,Schaltgetriebe,03/2000,06/2021,149,"[""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
5999,293000,Automatik,09/2001,10/2022,233,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2450,203300,Automatik,05/2001,07/2022,118,"[""ABS"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
4500,76000,Schaltgetriebe,02/2000,08/2021,104,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
1150,189000,Automatik,11/2001,05/2021,115,"[""Bluetooth"", ""Tuner/Radio""]"
6400,219000,Schaltgetriebe,03/2001,11/2022,170,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2690,200000,Schaltgetriebe,11/1993,unknown,0,[]
2700,239000,Schaltgetriebe,11/1995,unknown,115,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tuner/Radio""]"
3900,190000,Schaltgetriebe,07/2002,04/2022,142,"[""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
8990,149000,Automatik,04/2006,Neu,149,"[""ABS"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Notrad"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sportsitze"", ""Traktionskontrolle"", ""Zentralverriegelung""]"
5999,107000,Schaltgetriebe,05/2001,unknown,115,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
3500,184900,Automatik,06/1995,07/2022,149,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
9990,230000,Schaltgetriebe,04/2006,03/2023,231,"[""ABS"", ""Alarmanlage"", ""Armlehne"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Gep\\xc3\\xa4ckraumabtrennung"", ""Geschwindigkeitsbegrenzer"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Isofix Beifahrersitz"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Lordosenst\\xc3\\xbctze"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Raucherpaket"", ""Regensensor"", ""Reifendruckkontrolle"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportsitze"", ""Sprachsteuerung"", ""Tagfahrlicht"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""TV"", ""Umklappbarer Beifahrersitz"", ""Winterpaket"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
7000,235000,Automatik,08/2002,05/2023,191,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2200,320000,Schaltgetriebe,11/1999,01/2022,170,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tempomat"", ""Tuner/Radio""]"
9999,98940,Schaltgetriebe,02/2003,Neu,170,"[""ABS"", ""Alarmanlage"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""ESP"", ""Garantie"", ""Innenspiegel autom. abblendend"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Raucherpaket"", ""Regensensor"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
7990,155636,Schaltgetriebe,04/2005,Neu,142,"[""ABS"", ""Alarmanlage"", ""Ambiente-Beleuchtung"", ""Bi-Xenon Scheinwerfer"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Garantie"", ""Innenspiegel autom. abblendend"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Musikstreaming integriert"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Pannenkit"", ""Regensensor"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Touchscreen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterpaket"", ""Zentralverriegelung""]"
8000,104000,Schaltgetriebe,05/1996,06/2021,140,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
2490,90000,Schaltgetriebe,01/1999,unknown,104,"[""ABS"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Garantie"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Traktionskontrolle"", ""Zentralverriegelung""]"
2250,149494,Schaltgetriebe,01/2002,Neu,115,"[""ABS"", ""Armlehne"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
4390,134702,Schaltgetriebe,07/1999,05/2023,115,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
7800,120500,Schaltgetriebe,03/1995,08/2022,149,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
4950,112000,Schaltgetriebe,09/2002,Neu,115,"[""ABS"", ""Alarmanlage"", ""Armlehne"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""ESP"", ""Garantie"", ""Innenspiegel autom. abblendend"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Nichtraucher-Fahrzeug"", ""Scheckheftgepflegt"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterpaket"", ""Winterreifen"", ""Zentralverriegelung""]"
5500,283650,Schaltgetriebe,04/1996,05/2022,193,[]
1300,198000,Schaltgetriebe,07/2003,05/2022,115,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
2000,365500,Schaltgetriebe,08/2000,09/2021,118,"[""Leichtmetallfelgen"", ""Tuner/Radio""]"
3500,299000,Schaltgetriebe,06/1998,07/2021,104,"[""Sitzheizung""]"
16500,150000,Schaltgetriebe,04/2004,04/2023,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
12000,256850,Schaltgetriebe,03/1990,08/2022,129,"[""Leichtmetallfelgen"", ""Tuner/Radio""]"
5300,206000,Automatik,02/2005,07/2022,142,"[""ABS"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
6900,173975,Schaltgetriebe,02/2001,10/2022,191,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
1300,193900,Automatik,06/2004,unknown,115,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
3300,214000,Schaltgetriebe,02/2001,04/2022,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen""]"
2200,174477,Schaltgetriebe,07/2001,10/2022,118,"[""ABS"", ""Elektr. Fensterheber"", ""Elektr. Wegfahrsperre"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Servolenkung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Tagfahrlicht"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Zentralverriegelung""]"
1500,200000,Schaltgetriebe,09/2005,03/2022,115,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
1500,210000,Schaltgetriebe,04/2004,02/2022,115,"[""ABS"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
